HQ,Country,State_of_outlet,City_of_outlet,Month,Day,Year,Total_Sales
Asia,India,,Chennai (Madras),3,26,2013,85.3
Asia,India,,Chennai (Madras),3,27,2013,85.4
Asia,India,,Chennai (Madras),3,28,2013,84.7
Asia,India,,Chennai (Madras),3,29,2013,85.6
Asia,India,,Chennai (Madras),3,30,2013,85.8
Asia,India,,Chennai (Madras),3,31,2013,85.7
Asia,India,,Chennai (Madras),4,1,2013,85.7
Asia,India,,Chennai (Madras),4,2,2013,85.1
Asia,India,,Chennai (Madras),4,3,2013,84
Asia,India,,Chennai (Madras),4,4,2013,85.5
Asia,India,,Chennai (Madras),4,5,2013,88.2
Asia,India,,Chennai (Madras),4,6,2013,87.7
Asia,India,,Chennai (Madras),4,7,2013,88.1
Asia,India,,Chennai (Madras),4,8,2013,86.6
Asia,India,,Chennai (Madras),4,9,2013,86.3
Asia,India,,Chennai (Madras),4,10,2013,85
Asia,India,,Chennai (Madras),4,11,2013,85.6
Asia,India,,Chennai (Madras),4,12,2013,86.5
Asia,India,,Chennai (Madras),4,13,2013,86.7
Asia,India,,Chennai (Madras),4,14,2013,87.4
Asia,India,,Chennai (Madras),4,15,2013,88.6
Asia,India,,Chennai (Madras),4,16,2013,89.8
Asia,India,,Chennai (Madras),4,17,2013,90.1
Asia,India,,Chennai (Madras),4,18,2013,88.9
Asia,India,,Chennai (Madras),4,19,2013,88
Asia,India,,Chennai (Madras),4,20,2013,88.2
Asia,India,,Chennai (Madras),4,21,2013,87.2
Asia,India,,Chennai (Madras),4,22,2013,87.3
Asia,India,,Chennai (Madras),4,23,2013,86.7
Asia,India,,Chennai (Madras),4,24,2013,85.8
Asia,India,,Chennai (Madras),4,25,2013,86.8
Asia,India,,Chennai (Madras),4,26,2013,86.6
Asia,India,,Chennai (Madras),4,27,2013,87.3
Asia,India,,Chennai (Madras),4,28,2013,89.6
Asia,India,,Chennai (Madras),4,29,2013,88.6
Asia,India,,Chennai (Madras),4,30,2013,87.1
Asia,India,,Chennai (Madras),5,1,2013,87.7
Asia,India,,Chennai (Madras),5,2,2013,88.5
Asia,India,,Chennai (Madras),5,3,2013,89.5
Asia,India,,Chennai (Madras),5,4,2013,89.1
Asia,India,,Chennai (Madras),5,5,2013,89.4
Asia,India,,Chennai (Madras),5,6,2013,87.1
Asia,India,,Chennai (Madras),5,7,2013,88.3
Asia,India,,Chennai (Madras),5,8,2013,90.3
Asia,India,,Chennai (Madras),5,9,2013,90.3
Asia,India,,Chennai (Madras),5,10,2013,90.7
Asia,India,,Chennai (Madras),5,11,2013,91.7
Asia,India,,Chennai (Madras),5,12,2013,90
Asia,India,,Chennai (Madras),5,13,2013,85.4
Asia,India,,Chennai (Madras),5,14,2013,88.1
Asia,India,,Chennai (Madras),5,15,2013,89.6
Asia,India,,Chennai (Madras),5,16,2013,90.8
Asia,India,,Chennai (Madras),5,17,2013,89.2
Asia,India,,Chennai (Madras),5,18,2013,88.1
Asia,India,,Chennai (Madras),5,19,2013,88.4
Asia,India,,Chennai (Madras),5,20,2013,88.3
Asia,India,,Chennai (Madras),5,21,2013,88.6
Asia,India,,Chennai (Madras),5,22,2013,90.4
Asia,India,,Chennai (Madras),5,23,2013,91.6
Asia,India,,Chennai (Madras),5,24,2013,92.8
Asia,India,,Chennai (Madras),5,25,2013,93.9
Asia,India,,Chennai (Madras),5,26,2013,92.2
Asia,India,,Chennai (Madras),5,27,2013,88.1
Asia,India,,Chennai (Madras),5,28,2013,88.5
Asia,India,,Chennai (Madras),5,29,2013,88.6
Asia,India,,Chennai (Madras),5,30,2013,86.8
Asia,India,,Chennai (Madras),5,31,2013,85.6
Asia,India,,Chennai (Madras),6,1,2013,85.1
Asia,India,,Chennai (Madras),6,2,2013,82.4
Asia,India,,Chennai (Madras),6,3,2013,86.7
Asia,India,,Chennai (Madras),6,4,2013,86.9
Asia,India,,Chennai (Madras),6,5,2013,86.8
Asia,India,,Chennai (Madras),6,6,2013,83.2
Asia,India,,Chennai (Madras),6,7,2013,86.4
Asia,India,,Chennai (Madras),6,8,2013,87.3
Asia,India,,Chennai (Madras),6,9,2013,89.3
Asia,India,,Chennai (Madras),6,10,2013,87.1
Asia,India,,Chennai (Madras),6,11,2013,86.1
Asia,India,,Chennai (Madras),6,12,2013,86.5
Asia,India,,Chennai (Madras),6,13,2013,88.1
Asia,India,,Chennai (Madras),6,14,2013,89.5
Asia,India,,Chennai (Madras),6,15,2013,88.7
Asia,India,,Chennai (Madras),6,16,2013,90.3
Asia,India,,Chennai (Madras),6,17,2013,91.1
Asia,India,,Chennai (Madras),6,18,2013,90.6
Asia,India,,Chennai (Madras),6,19,2013,91.3
Asia,India,,Chennai (Madras),6,20,2013,90.8
Asia,India,,Chennai (Madras),6,21,2013,90.5
Asia,India,,Chennai (Madras),6,22,2013,90
Asia,India,,Chennai (Madras),6,23,2013,88.7
Asia,India,,Chennai (Madras),6,24,2013,88.5
Asia,India,,Chennai (Madras),6,25,2013,90.6
Asia,India,,Chennai (Madras),6,26,2013,89.6
Asia,India,,Chennai (Madras),6,27,2013,86.5
Asia,India,,Chennai (Madras),6,28,2013,85.4
Asia,India,,Chennai (Madras),6,29,2013,83.9
Asia,India,,Chennai (Madras),6,30,2013,86.5
Asia,India,,Chennai (Madras),7,1,2013,87.9
Asia,India,,Chennai (Madras),7,2,2013,86.3
Asia,India,,Chennai (Madras),7,3,2013,87.5
Asia,India,,Chennai (Madras),7,4,2013,85.8
Asia,India,,Chennai (Madras),7,5,2013,85.3
Asia,India,,Chennai (Madras),7,6,2013,84.1
Asia,India,,Chennai (Madras),7,7,2013,83.6
Asia,India,,Chennai (Madras),7,8,2013,83
Asia,India,,Chennai (Madras),7,9,2013,84.4
Asia,India,,Chennai (Madras),7,10,2013,81.9
Asia,India,,Chennai (Madras),7,11,2013,80
Asia,India,,Chennai (Madras),7,12,2013,84.4
Asia,India,,Chennai (Madras),7,13,2013,87
Asia,India,,Chennai (Madras),7,14,2013,87.4
Asia,India,,Chennai (Madras),7,15,2013,84.2
Asia,India,,Chennai (Madras),7,16,2013,84.1
Asia,India,,Chennai (Madras),7,17,2013,84.3
Asia,India,,Chennai (Madras),7,18,2013,82.2
Asia,India,,Chennai (Madras),7,19,2013,80
Asia,India,,Chennai (Madras),7,20,2013,83.6
Asia,India,,Chennai (Madras),7,21,2013,84.2
Asia,India,,Chennai (Madras),7,22,2013,82.8
Asia,India,,Chennai (Madras),7,23,2013,82
Asia,India,,Chennai (Madras),7,24,2013,83.9
Asia,India,,Chennai (Madras),7,25,2013,83.9
Asia,India,,Chennai (Madras),7,26,2013,86
Asia,India,,Chennai (Madras),7,27,2013,86.8
Asia,India,,Chennai (Madras),7,28,2013,86.1
Asia,India,,Chennai (Madras),7,29,2013,86.3
Asia,India,,Chennai (Madras),7,30,2013,88
Asia,India,,Chennai (Madras),7,31,2013,87.5
Asia,India,,Chennai (Madras),8,1,2013,87.2
Asia,India,,Chennai (Madras),8,2,2013,85.9
Asia,India,,Chennai (Madras),8,3,2013,85.1
Asia,India,,Chennai (Madras),8,4,2013,85.1
Asia,India,,Chennai (Madras),8,5,2013,83.7
Asia,India,,Chennai (Madras),8,6,2013,84.4
Asia,India,,Chennai (Madras),8,7,2013,85.1
Asia,India,,Chennai (Madras),8,8,2013,86.7
Asia,India,,Chennai (Madras),8,9,2013,84.9
Asia,India,,Chennai (Madras),8,10,2013,81
Asia,India,,Chennai (Madras),8,11,2013,83.8
Asia,India,,Chennai (Madras),8,12,2013,81.2
Asia,India,,Chennai (Madras),8,13,2013,83.5
Asia,India,,Chennai (Madras),8,14,2013,76.7
Asia,India,,Chennai (Madras),8,15,2013,79
Asia,India,,Chennai (Madras),8,16,2013,80.6
Asia,India,,Chennai (Madras),8,17,2013,82.5
Asia,India,,Chennai (Madras),8,18,2013,84.5
Asia,India,,Chennai (Madras),8,19,2013,85.8
Asia,India,,Chennai (Madras),8,20,2013,84.4
Asia,India,,Chennai (Madras),8,21,2013,85
Asia,India,,Chennai (Madras),8,22,2013,86
Asia,India,,Chennai (Madras),8,23,2013,86.8
Asia,India,,Chennai (Madras),8,24,2013,85.5
Asia,India,,Chennai (Madras),8,25,2013,86.5
Asia,India,,Chennai (Madras),8,26,2013,85.9
Asia,India,,Chennai (Madras),8,27,2013,85.8
Asia,India,,Chennai (Madras),8,28,2013,85.2
Asia,India,,Chennai (Madras),8,29,2013,85.2
Asia,India,,Chennai (Madras),8,30,2013,84.7
Asia,India,,Chennai (Madras),8,31,2013,86.1
Asia,India,,Chennai (Madras),9,1,2013,86.1
Asia,India,,Chennai (Madras),9,2,2013,84.8
Asia,India,,Chennai (Madras),9,3,2013,84.2
Asia,India,,Chennai (Madras),9,4,2013,84.2
Asia,India,,Chennai (Madras),9,5,2013,84.4
Asia,India,,Chennai (Madras),9,6,2013,84.1
Asia,India,,Chennai (Madras),9,7,2013,84.2
Asia,India,,Chennai (Madras),9,8,2013,81.6
Asia,India,,Chennai (Madras),9,9,2013,81.8
Asia,India,,Chennai (Madras),9,10,2013,81.6
Asia,India,,Chennai (Madras),9,11,2013,78.1
Asia,India,,Chennai (Madras),9,12,2013,79.3
Asia,India,,Chennai (Madras),9,13,2013,80.8
Asia,India,,Chennai (Madras),9,14,2013,83
Asia,India,,Chennai (Madras),9,15,2013,85
Asia,India,,Chennai (Madras),9,16,2013,84.9
Asia,India,,Chennai (Madras),9,17,2013,84.2
Asia,India,,Chennai (Madras),9,18,2013,85.1
Asia,India,,Chennai (Madras),9,19,2013,86.1
Asia,India,,Chennai (Madras),9,20,2013,86.6
Asia,India,,Chennai (Madras),9,21,2013,85.5
Asia,India,,Chennai (Madras),9,22,2013,87
Asia,India,,Chennai (Madras),9,23,2013,86.5
Asia,India,,Chennai (Madras),9,24,2013,87
Asia,India,,Chennai (Madras),9,25,2013,84.6
Asia,India,,Chennai (Madras),9,26,2013,84.9
Asia,India,,Chennai (Madras),9,27,2013,86.1
Asia,India,,Chennai (Madras),9,28,2013,83.2
Asia,India,,Chennai (Madras),9,29,2013,84.7
Asia,India,,Chennai (Madras),9,30,2013,85.3
Asia,India,,Chennai (Madras),10,1,2013,86.9
Asia,India,,Chennai (Madras),10,2,2013,85.7
Asia,India,,Chennai (Madras),10,3,2013,82.1
Asia,India,,Chennai (Madras),10,4,2013,84.4
Asia,India,,Chennai (Madras),10,5,2013,85.1
Asia,India,,Chennai (Madras),10,6,2013,86.2
Asia,India,,Chennai (Madras),10,7,2013,84.2
Asia,India,,Chennai (Madras),10,8,2013,84.2
Asia,India,,Chennai (Madras),10,9,2013,81.1
Asia,India,,Chennai (Madras),10,10,2013,79.7
Asia,India,,Chennai (Madras),10,11,2013,84.8
Asia,India,,Chennai (Madras),10,12,2013,85.2
Asia,India,,Chennai (Madras),10,13,2013,84.9
Asia,India,,Chennai (Madras),10,14,2013,86.7
Asia,India,,Chennai (Madras),10,15,2013,83.1
Asia,India,,Chennai (Madras),10,16,2013,84.1
Asia,India,,Chennai (Madras),10,17,2013,83.1
Asia,India,,Chennai (Madras),10,18,2013,83.2
Asia,India,,Chennai (Madras),10,19,2013,81.9
Asia,India,,Chennai (Madras),10,20,2013,77.9
Asia,India,,Chennai (Madras),10,21,2013,77.1
Asia,India,,Chennai (Madras),10,22,2013,78.3
Asia,India,,Chennai (Madras),10,23,2013,81.5
Asia,India,,Chennai (Madras),10,24,2013,82.6
Asia,India,,Chennai (Madras),10,25,2013,82.1
Asia,India,,Chennai (Madras),10,26,2013,83.9
Asia,India,,Chennai (Madras),10,27,2013,82.8
Asia,India,,Chennai (Madras),10,28,2013,82.7
Asia,India,,Chennai (Madras),10,29,2013,83.7
Asia,India,,Chennai (Madras),10,30,2013,80.4
Asia,India,,Chennai (Madras),10,31,2013,81.9
Asia,India,,Chennai (Madras),11,1,2013,82.4
Asia,India,,Chennai (Madras),11,2,2013,81.8
Asia,India,,Chennai (Madras),11,3,2013,81.1
Asia,India,,Chennai (Madras),11,4,2013,81.7
Asia,India,,Chennai (Madras),11,5,2013,80.9
Asia,India,,Chennai (Madras),11,6,2013,80.8
Asia,India,,Chennai (Madras),11,7,2013,80.3
Asia,India,,Chennai (Madras),11,8,2013,79
Asia,India,,Chennai (Madras),11,9,2013,79.7
Asia,India,,Chennai (Madras),11,10,2013,79.9
Asia,India,,Chennai (Madras),11,11,2013,79.9
Asia,India,,Chennai (Madras),11,12,2013,78.5
Asia,India,,Chennai (Madras),11,13,2013,78.3
Asia,India,,Chennai (Madras),11,14,2013,77.5
Asia,India,,Chennai (Madras),11,15,2013,77.7
Asia,India,,Chennai (Madras),11,16,2013,76.3
Asia,India,,Chennai (Madras),11,17,2013,76.8
Asia,India,,Chennai (Madras),11,18,2013,78.1
Asia,India,,Chennai (Madras),11,19,2013,79.6
Asia,India,,Chennai (Madras),11,20,2013,79.8
Asia,India,,Chennai (Madras),11,21,2013,82.4
Asia,India,,Chennai (Madras),11,22,2013,81.7
Asia,India,,Chennai (Madras),11,23,2013,80.7
Asia,India,,Chennai (Madras),11,24,2013,79.8
Asia,India,,Chennai (Madras),11,25,2013,79.8
Asia,India,,Chennai (Madras),11,26,2013,79.4
Asia,India,,Chennai (Madras),11,27,2013,78.7
Asia,India,,Chennai (Madras),11,28,2013,77.5
Asia,India,,Chennai (Madras),11,29,2013,77.6
Asia,India,,Chennai (Madras),11,30,2013,79.3
Asia,India,,Chennai (Madras),12,1,2013,77.9
Asia,India,,Chennai (Madras),12,2,2013,77.8
Asia,India,,Chennai (Madras),12,3,2013,78.2
Asia,India,,Chennai (Madras),12,4,2013,77.9
Asia,India,,Chennai (Madras),12,5,2013,77.7
Asia,India,,Chennai (Madras),12,6,2013,77.4
Asia,India,,Chennai (Madras),12,7,2013,74.7
Asia,India,,Chennai (Madras),12,8,2013,75.8
Asia,India,,Chennai (Madras),12,9,2013,76.5
Asia,India,,Chennai (Madras),12,10,2013,78.9
Asia,India,,Chennai (Madras),12,11,2013,80.5
Asia,India,,Chennai (Madras),12,12,2013,79.2
Asia,India,,Chennai (Madras),12,13,2013,78.8
Asia,India,,Chennai (Madras),12,14,2013,77.8
Asia,India,,Chennai (Madras),12,15,2013,74.9
Asia,India,,Chennai (Madras),12,16,2013,75.4
Asia,India,,Chennai (Madras),12,17,2013,75.6
Asia,India,,Chennai (Madras),12,18,2013,74.9
Asia,India,,Chennai (Madras),12,19,2013,74.5
Asia,India,,Chennai (Madras),12,20,2013,74.1
Asia,India,,Chennai (Madras),12,21,2013,74.3
Asia,India,,Chennai (Madras),12,22,2013,76.5
Asia,India,,Chennai (Madras),12,23,2013,78.1
Asia,India,,Chennai (Madras),12,24,2013,78.9
Asia,India,,Chennai (Madras),12,25,2013,76.2
Asia,India,,Chennai (Madras),12,26,2013,75.7
Asia,India,,Chennai (Madras),12,27,2013,77.1
Asia,India,,Chennai (Madras),12,28,2013,75.8
Asia,India,,Chennai (Madras),12,29,2013,75.1
Asia,India,,Chennai (Madras),12,30,2013,75.8
Asia,India,,Chennai (Madras),12,31,2013,78
Asia,India,,Delhi,1,1,2013,48.4
Asia,India,,Delhi,1,2,2013,45.4
Asia,India,,Delhi,1,3,2013,46
Asia,India,,Delhi,1,4,2013,45.7
Asia,India,,Delhi,1,5,2013,44.5
Asia,India,,Delhi,1,6,2013,43.9
Asia,India,,Delhi,1,7,2013,44.1
Asia,India,,Delhi,1,8,2013,47.4
Asia,India,,Delhi,1,9,2013,54.3
Asia,India,,Delhi,1,10,2013,56.9
Asia,India,,Delhi,1,11,2013,58.8
Asia,India,,Delhi,1,12,2013,59
Asia,India,,Delhi,1,13,2013,60.8
Asia,India,,Delhi,1,14,2013,56.2
Asia,India,,Delhi,1,15,2013,57.7
Asia,India,,Delhi,1,16,2013,60.7
Asia,India,,Delhi,1,17,2013,61.4
Asia,India,,Delhi,1,18,2013,56.3
Asia,India,,Delhi,1,19,2013,54.8
Asia,India,,Delhi,1,20,2013,53.4
Asia,India,,Delhi,1,21,2013,54
Asia,India,,Delhi,1,22,2013,53.4
Asia,India,,Delhi,1,23,2013,53.8
Asia,India,,Delhi,1,24,2013,54.3
Asia,India,,Delhi,1,25,2013,56.1
Asia,India,,Delhi,1,26,2013,54.1
Asia,India,,Delhi,1,27,2013,56.7
Asia,India,,Delhi,1,28,2013,55.9
Asia,India,,Delhi,1,29,2013,57.2
Asia,India,,Delhi,1,30,2013,58.5
Asia,India,,Delhi,1,31,2013,58.8
Asia,India,,Delhi,2,1,2013,59
Asia,India,,Delhi,2,2,2013,61.4
Asia,India,,Delhi,2,3,2013,65.6
Asia,India,,Delhi,2,4,2013,63.5
Asia,India,,Delhi,2,5,2013,62
Asia,India,,Delhi,2,6,2013,61.4
Asia,India,,Delhi,2,7,2013,58.2
Asia,India,,Delhi,2,8,2013,58.5
Asia,India,,Delhi,2,9,2013,58.6
Asia,India,,Delhi,2,10,2013,59.4
Asia,India,,Delhi,2,11,2013,60.3
Asia,India,,Delhi,2,12,2013,60.7
Asia,India,,Delhi,2,13,2013,63.4
Asia,India,,Delhi,2,14,2013,64.6
Asia,India,,Delhi,2,15,2013,64.9
Asia,India,,Delhi,2,16,2013,58.1
Asia,India,,Delhi,2,17,2013,57.9
Asia,India,,Delhi,2,18,2013,59.6
Asia,India,,Delhi,2,19,2013,61.6
Asia,India,,Delhi,2,20,2013,62.5
Asia,India,,Delhi,2,21,2013,66.7
Asia,India,,Delhi,2,22,2013,68.8
Asia,India,,Delhi,2,23,2013,62.9
Asia,India,,Delhi,2,24,2013,62.6
Asia,India,,Delhi,2,25,2013,62.9
Asia,India,,Delhi,2,26,2013,63.9
Asia,India,,Delhi,2,27,2013,68.7
Asia,India,,Delhi,2,28,2013,66.9
Asia,India,,Delhi,3,1,2013,64.8
Asia,India,,Delhi,3,2,2013,66.2
Asia,India,,Delhi,3,3,2013,65.6
Asia,India,,Delhi,3,4,2013,68.3
Asia,India,,Delhi,3,5,2013,69.8
Asia,India,,Delhi,3,6,2013,70.8
Asia,India,,Delhi,3,7,2013,72.6
Asia,India,,Delhi,3,8,2013,72.5
Asia,India,,Delhi,3,9,2013,75.2
Asia,India,,Delhi,3,10,2013,73.6
Asia,India,,Delhi,3,11,2013,75.2
Asia,India,,Delhi,3,12,2013,74.4
Asia,India,,Delhi,3,13,2013,74.8
Asia,India,,Delhi,3,14,2013,72.6
Asia,India,,Delhi,3,15,2013,73.4
Asia,India,,Delhi,3,16,2013,71.8
Asia,India,,Delhi,3,17,2013,73.7
Asia,India,,Delhi,3,18,2013,75.2
Asia,India,,Delhi,3,19,2013,76.2
Asia,India,,Delhi,3,20,2013,80.7
Asia,India,,Delhi,3,21,2013,79
Asia,India,,Delhi,3,22,2013,77.3
Asia,India,,Delhi,3,23,2013,81.2
Asia,India,,Delhi,3,24,2013,81
Asia,India,,Delhi,3,25,2013,74.4
Asia,India,,Delhi,3,26,2013,73.7
Asia,India,,Delhi,3,27,2013,74.8
Asia,India,,Delhi,3,28,2013,75
Asia,India,,Delhi,3,29,2013,70.2
Asia,India,,Delhi,3,30,2013,74.5
Asia,India,,Delhi,3,31,2013,76.5
Asia,India,,Delhi,4,1,2013,78.1
Asia,India,,Delhi,4,2,2013,78.3
Asia,India,,Delhi,4,3,2013,77.2
Asia,India,,Delhi,4,4,2013,79.3
Asia,India,,Delhi,4,5,2013,78.4
Asia,India,,Delhi,4,6,2013,80.3
Asia,India,,Delhi,4,7,2013,85.1
Asia,India,,Delhi,4,8,2013,84.6
Asia,India,,Delhi,4,9,2013,87.9
Asia,India,,Delhi,4,10,2013,85.9
Asia,India,,Delhi,4,11,2013,85.6
Asia,India,,Delhi,4,12,2013,84.8
Asia,India,,Delhi,4,13,2013,85.6
Asia,India,,Delhi,4,14,2013,82.8
Asia,India,,Delhi,4,15,2013,83
Asia,India,,Delhi,4,16,2013,89.7
Asia,India,,Delhi,4,17,2013,84.2
Asia,India,,Delhi,4,18,2013,84.4
Asia,India,,Delhi,4,19,2013,84.8
Asia,India,,Delhi,4,20,2013,86.9
Asia,India,,Delhi,4,21,2013,82.4
Asia,India,,Delhi,4,22,2013,80.9
Asia,India,,Delhi,4,23,2013,83.4
Asia,India,,Delhi,4,24,2013,86
Asia,India,,Delhi,4,25,2013,87.9
Asia,India,,Delhi,4,26,2013,85.9
Asia,India,,Delhi,4,27,2013,88.6
Asia,India,,Delhi,4,28,2013,87.2
Asia,India,,Delhi,4,29,2013,89.9
Asia,India,,Delhi,4,30,2013,89.3
Asia,India,,Delhi,5,1,2013,88.5
Asia,India,,Delhi,5,2,2013,85.8
Asia,India,,Delhi,5,3,2013,85.4
Asia,India,,Delhi,5,4,2013,88.5
Asia,India,,Delhi,5,5,2013,90.8
Asia,India,,Delhi,5,6,2013,91.3
Asia,India,,Delhi,5,7,2013,91
Asia,India,,Delhi,5,8,2013,93.4
Asia,India,,Delhi,5,9,2013,93.3
Asia,India,,Delhi,5,10,2013,92.5
Asia,India,,Delhi,5,11,2013,87.8
Asia,India,,Delhi,5,12,2013,86.4
Asia,India,,Delhi,5,13,2013,87.7
Asia,India,,Delhi,5,14,2013,91.3
Asia,India,,Delhi,5,15,2013,-99
Asia,India,,Delhi,5,16,2013,91.4
Asia,India,,Delhi,5,17,2013,92.2
Asia,India,,Delhi,5,18,2013,91.6
Asia,India,,Delhi,5,19,2013,97.1
Asia,India,,Delhi,5,20,2013,97.2
Asia,India,,Delhi,5,21,2013,98.3
Asia,India,,Delhi,5,22,2013,98.2
Asia,India,,Delhi,5,23,2013,100.3
Asia,India,,Delhi,5,24,2013,99.4
Asia,India,,Delhi,5,25,2013,99.8
Asia,India,,Delhi,5,26,2013,97.2
Asia,India,,Delhi,5,27,2013,96
Asia,India,,Delhi,5,28,2013,96
Asia,India,,Delhi,5,29,2013,94.8
Asia,India,,Delhi,5,30,2013,92.8
Asia,India,,Delhi,5,31,2013,92.4
Asia,India,,Delhi,6,1,2013,89.5
Asia,India,,Delhi,6,2,2013,90.3
Asia,India,,Delhi,6,3,2013,93.3
Asia,India,,Delhi,6,4,2013,96.7
Asia,India,,Delhi,6,5,2013,99.1
Asia,India,,Delhi,6,6,2013,90
Asia,India,,Delhi,6,7,2013,93.3
Asia,India,,Delhi,6,8,2013,93.6
Asia,India,,Delhi,6,9,2013,95.2
Asia,India,,Delhi,6,10,2013,97.8
Asia,India,,Delhi,6,11,2013,86.7
Asia,India,,Delhi,6,12,2013,93.3
Asia,India,,Delhi,6,13,2013,86.5
Asia,India,,Delhi,6,14,2013,86.8
Asia,India,,Delhi,6,15,2013,85.7
Asia,India,,Delhi,6,16,2013,80.7
Asia,India,,Delhi,6,17,2013,80.5
Asia,India,,Delhi,6,18,2013,83.5
Asia,India,,Delhi,6,19,2013,85.5
Asia,India,,Delhi,6,20,2013,91.4
Asia,India,,Delhi,6,21,2013,96.1
Asia,India,,Delhi,6,22,2013,96.7
Asia,India,,Delhi,6,23,2013,95.3
Asia,India,,Delhi,6,24,2013,92.2
Asia,India,,Delhi,6,25,2013,87.8
Asia,India,,Delhi,6,26,2013,88.1
Asia,India,,Delhi,6,27,2013,88.1
Asia,India,,Delhi,6,28,2013,88.7
Asia,India,,Delhi,6,29,2013,90.1
Asia,India,,Delhi,6,30,2013,90.9
Asia,India,,Delhi,7,1,2013,93.1
Asia,India,,Delhi,7,2,2013,91
Asia,India,,Delhi,7,3,2013,88.9
Asia,India,,Delhi,7,4,2013,90.4
Asia,India,,Delhi,7,5,2013,89.8
Asia,India,,Delhi,7,6,2013,88.1
Asia,India,,Delhi,7,7,2013,87.9
Asia,India,,Delhi,7,8,2013,86.5
Asia,India,,Delhi,7,9,2013,84.6
Asia,India,,Delhi,7,10,2013,85.7
Asia,India,,Delhi,7,11,2013,89
Asia,India,,Delhi,7,12,2013,84.2
Asia,India,,Delhi,7,13,2013,89.3
Asia,India,,Delhi,7,14,2013,87.9
Asia,India,,Delhi,7,15,2013,89
Asia,India,,Delhi,7,16,2013,85.6
Asia,India,,Delhi,7,17,2013,87.5
Asia,India,,Delhi,7,18,2013,86.7
Asia,India,,Delhi,7,19,2013,87.6
Asia,India,,Delhi,7,20,2013,80.3
Asia,India,,Delhi,7,21,2013,84.3
Asia,India,,Delhi,7,22,2013,85.1
Asia,India,,Delhi,7,23,2013,88.2
Asia,India,,Delhi,7,24,2013,86.4
Asia,India,,Delhi,7,25,2013,83.3
Asia,India,,Delhi,7,26,2013,86.8
Asia,India,,Delhi,7,27,2013,86
Asia,India,,Delhi,7,28,2013,90.3
Asia,India,,Delhi,7,29,2013,87.6
Asia,India,,Delhi,7,30,2013,86.3
Asia,India,,Delhi,7,31,2013,84.2
Asia,India,,Delhi,8,1,2013,88
Asia,India,,Delhi,8,2,2013,89.2
Asia,India,,Delhi,8,3,2013,89.9
Asia,India,,Delhi,8,4,2013,90.1
Asia,India,,Delhi,8,5,2013,84.9
Asia,India,,Delhi,8,6,2013,81.2
Asia,India,,Delhi,8,7,2013,83.2
Asia,India,,Delhi,8,8,2013,82.6
Asia,India,,Delhi,8,9,2013,81.4
Asia,India,,Delhi,8,10,2013,84.7
Asia,India,,Delhi,8,11,2013,85.6
Asia,India,,Delhi,8,12,2013,86.6
Asia,India,,Delhi,8,13,2013,86.1
Asia,India,,Delhi,8,14,2013,85.4
Asia,India,,Delhi,8,15,2013,81.9
Asia,India,,Delhi,8,16,2013,80.5
Asia,India,,Delhi,8,17,2013,81.1
Asia,India,,Delhi,8,18,2013,84.1
Asia,India,,Delhi,8,19,2013,83.1
Asia,India,,Delhi,8,20,2013,81.4
Asia,India,,Delhi,8,21,2013,84.5
Asia,India,,Delhi,8,22,2013,83.3
Asia,India,,Delhi,8,23,2013,87.3
Asia,India,,Delhi,8,24,2013,89.5
Asia,India,,Delhi,8,25,2013,86.8
Asia,India,,Delhi,8,26,2013,89.7
Asia,India,,Delhi,8,27,2013,89.6
Asia,India,,Delhi,8,28,2013,85.9
Asia,India,,Delhi,8,29,2013,87.1
Asia,India,,Delhi,8,30,2013,84.7
Asia,India,,Delhi,8,31,2013,84.4
Asia,India,,Delhi,9,1,2013,86.4
Asia,India,,Delhi,9,2,2013,89
Asia,India,,Delhi,9,3,2013,88.8
Asia,India,,Delhi,9,4,2013,88
Asia,India,,Delhi,9,5,2013,87.3
Asia,India,,Delhi,9,6,2013,86.4
Asia,India,,Delhi,9,7,2013,87.6
Asia,India,,Delhi,9,8,2013,85.3
Asia,India,,Delhi,9,9,2013,84.8
Asia,India,,Delhi,9,10,2013,87.3
Asia,India,,Delhi,9,11,2013,88.5
Asia,India,,Delhi,9,12,2013,87.8
Asia,India,,Delhi,9,13,2013,87.1
Asia,India,,Delhi,9,14,2013,88.1
Asia,India,,Delhi,9,15,2013,88.8
Asia,India,,Delhi,9,16,2013,85.4
Asia,India,,Delhi,9,17,2013,84.6
Asia,India,,Delhi,9,18,2013,85.5
Asia,India,,Delhi,9,19,2013,85.9
Asia,India,,Delhi,9,20,2013,83.6
Asia,India,,Delhi,9,21,2013,79.4
Asia,India,,Delhi,9,22,2013,83.9
Asia,India,,Delhi,9,23,2013,87.1
Asia,India,,Delhi,9,24,2013,87.7
Asia,India,,Delhi,9,25,2013,83.4
Asia,India,,Delhi,9,26,2013,83.5
Asia,India,,Delhi,9,27,2013,84.2
Asia,India,,Delhi,9,28,2013,85.9
Asia,India,,Delhi,9,29,2013,82.4
Asia,India,,Delhi,9,30,2013,80.8
Asia,India,,Delhi,10,1,2013,84.3
Asia,India,,Delhi,10,2,2013,84.1
Asia,India,,Delhi,10,3,2013,82.2
Asia,India,,Delhi,10,4,2013,76.7
Asia,India,,Delhi,10,5,2013,83.2
Asia,India,,Delhi,10,6,2013,84.7
Asia,India,,Delhi,10,7,2013,85
Asia,India,,Delhi,10,8,2013,86.2
